season,team_id,game_id,game_date,away_team,home_team,opponent_id,pf,opp_pf,wl,round,game_no_in_series
2022-23,1610612743,42200141,2023-04-16,MIN,DEN,1610612750,109,80,W,rnd1,1
2022-23,1610612743,42200142,2023-04-19,MIN,DEN,1610612750,122,113,W,rnd1,2
2022-23,1610612743,42200143,2023-04-21,DEN,MIN,1610612750,120,111,W,rnd1,3
2022-23,1610612743,42200144,2023-04-23,DEN,MIN,1610612750,108,114,L,rnd1,4
2022-23,1610612743,42200145,2023-04-25,MIN,DEN,1610612750,112,109,W,rnd1,5
2022-23,1610612743,42200221,2023-04-29,PHX,DEN,1610612756,125,107,W,sf,1
2022-23,1610612743,42200222,2023-05-01,PHX,DEN,1610612756,97,87,W,sf,2
2022-23,1610612743,42200223,2023-05-05,DEN,PHX,1610612756,114,121,L,sf,3
2022-23,1610612743,42200224,2023-05-07,DEN,PHX,1610612756,124,129,L,sf,4
2022-23,1610612743,42200225,2023-05-09,PHX,DEN,1610612756,118,102,W,sf,5
2022-23,1610612743,42200226,2023-05-11,DEN,PHX,1610612756,125,100,W,sf,6
2022-23,1610612743,42200311,2023-05-16,LAL,DEN,1610612747,132,126,W,conf,1
2022-23,1610612743,42200312,2023-05-18,LAL,DEN,1610612747,108,103,W,conf,2
2022-23,1610612743,42200313,2023-05-20,DEN,LAL,1610612747,119,108,W,conf,3
2022-23,1610612743,42200314,2023-05-22,DEN,LAL,1610612747,113,111,W,conf,4
2022-23,1610612743,42200401,2023-06-01,MIA,DEN,1610612748,104,93,W,finals,1
2022-23,1610612743,42200402,2023-06-04,MIA,DEN,1610612748,108,111,L,finals,2
2022-23,1610612743,42200403,2023-06-07,DEN,MIA,1610612748,109,94,W,finals,3
2022-23,1610612743,42200404,2023-06-09,DEN,MIA,1610612748,108,95,W,finals,4
2022-23,1610612743,42200405,2023-06-12,MIA,DEN,1610612748,94,89,W,finals,5
