season,team_id,game_id,game_date,away_team,home_team,opponent_id,pf,opp_pf,wl,round,game_no_in_series
2016-17,1610612745,41600161,2017-04-16,OKC,HOU,1610612760,118,87,W,rnd1,1
2016-17,1610612745,41600162,2017-04-19,OKC,HOU,1610612760,115,111,W,rnd1,2
2016-17,1610612745,41600163,2017-04-21,HOU,OKC,1610612760,113,115,L,rnd1,3
2016-17,1610612745,41600164,2017-04-23,HOU,OKC,1610612760,113,109,W,rnd1,4
2016-17,1610612745,41600165,2017-04-25,OKC,HOU,1610612760,105,99,W,rnd1,5
2016-17,1610612745,41600231,2017-05-01,HOU,SAS,1610612759,126,99,W,sf,1
2016-17,1610612745,41600232,2017-05-03,HOU,SAS,1610612759,96,121,L,sf,2
2016-17,1610612745,41600233,2017-05-05,SAS,HOU,1610612759,92,103,L,sf,3
2016-17,1610612745,41600234,2017-05-07,SAS,HOU,1610612759,125,104,W,sf,4
2016-17,1610612745,41600235,2017-05-09,HOU,SAS,1610612759,107,110,L,sf,5
2016-17,1610612745,41600236,2017-05-11,SAS,HOU,1610612759,75,114,L,sf,6
