team_id,team_name,nickname,team,team_url,logo_url,first_season,last_season,is_active
1610612737,Atlanta Hawks,Hawks,ATL,https://www.nba.com/team/1610612737,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg,1949,2024,True
1610612738,Boston Celtics,Celtics,BOS,https://www.nba.com/team/1610612738,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,1946,2024,True
1610612739,Cleveland Cavaliers,Cavaliers,CLE,https://www.nba.com/team/1610612739,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,1970,2024,True
1610612740,New Orleans Pelicans,Pelicans,NOP,https://www.nba.com/team/1610612740,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,2002,2024,True
1610612741,Chicago Bulls,Bulls,CHI,https://www.nba.com/team/1610612741,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,1966,2024,True
1610612742,Dallas Mavericks,Mavericks,DAL,https://www.nba.com/team/1610612742,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,1980,2024,True
1610612743,Denver Nuggets,Nuggets,DEN,https://www.nba.com/team/1610612743,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg,1976,2024,True
1610612744,Golden State Warriors,Warriors,GSW,https://www.nba.com/team/1610612744,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,1946,2024,True
1610612745,Houston Rockets,Rockets,HOU,https://www.nba.com/team/1610612745,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,1967,2024,True
1610612746,Los Angeles Clippers,Clippers,LAC,https://www.nba.com/team/1610612746,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,1970,2024,True
1610612747,Los Angeles Lakers,Lakers,LAL,https://www.nba.com/team/1610612747,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg,1948,2024,True
1610612748,Miami Heat,Heat,MIA,https://www.nba.com/team/1610612748,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,1988,2024,True
1610612749,Milwaukee Bucks,Bucks,MIL,https://www.nba.com/team/1610612749,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg,1968,2024,True
1610612750,Minnesota Timberwolves,Timberwolves,MIN,https://www.nba.com/team/1610612750,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg,1989,2024,True
1610612751,Brooklyn Nets,Nets,BKN,https://www.nba.com/team/1610612751,https://cdn.nba.com/logos/nba/1610612751/primary/L/logo.svg,1976,2024,True
1610612752,New York Knicks,Knicks,NYK,https://www.nba.com/team/1610612752,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg,1946,2024,True
1610612753,Orlando Magic,Magic,ORL,https://www.nba.com/team/1610612753,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg,1989,2024,True
1610612754,Indiana Pacers,Pacers,IND,https://www.nba.com/team/1610612754,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg,1976,2024,True
1610612755,Philadelphia 76ers,76ers,PHI,https://www.nba.com/team/1610612755,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,1949,2024,True
1610612756,Phoenix Suns,Suns,PHX,https://www.nba.com/team/1610612756,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,1968,2024,True
1610612757,Portland Trail Blazers,Trail Blazers,POR,https://www.nba.com/team/1610612757,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg,1970,2024,True
1610612758,Sacramento Kings,Kings,SAC,https://www.nba.com/team/1610612758,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg,1948,2024,True
1610612759,San Antonio Spurs,Spurs,SAS,https://www.nba.com/team/1610612759,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,1976,2024,True
1610612760,Oklahoma City Thunder,Thunder,OKC,https://www.nba.com/team/1610612760,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,1967,2024,True
1610612761,Toronto Raptors,Raptors,TOR,https://www.nba.com/team/1610612761,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg,1995,2024,True
1610612762,Utah Jazz,Jazz,UTA,https://www.nba.com/team/1610612762,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,1974,2024,True
1610612763,Memphis Grizzlies,Grizzlies,MEM,https://www.nba.com/team/1610612763,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg,1995,2024,True
1610612764,Washington Wizards,Wizards,WAS,https://www.nba.com/team/1610612764,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg,1961,2024,True
1610612765,Detroit Pistons,Pistons,DET,https://www.nba.com/team/1610612765,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg,1948,2024,True
1610612766,Charlotte Hornets,Hornets,CHA,https://www.nba.com/team/1610612766,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg,1988,2024,True
