CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,FGM_GT_15,FGA_GT_15,GT_15_PCT,NS_GT_15_PCT,PLUSMINUS
1627826,Ivica Zubac,1610612746,LAC,C,28.0,7,7,0.494,5.29,11.14,0.474,0.413,0.062
1630558,Davion Mitchell,1610612748,MIA,G,26.0,4,4,0.704,4.0,9.5,0.421,0.386,0.035
1630578,Alperen Sengun,1610612745,HOU,C,22.0,7,7,0.596,3.29,8.86,0.371,0.364,0.007
1626157,Karl-Anthony Towns,1610612752,NYK,C-F,29.0,18,18,0.517,3.17,8.61,0.368,0.379,-0.012
1631094,Paolo Banchero,1610612753,ORL,F,22.0,5,5,0.473,3.6,8.6,0.419,0.37,0.049
1628973,Jalen Brunson,1610612752,NYK,G,28.0,18,18,0.527,3.0,8.28,0.362,0.375,-0.013
1629639,Tyler Herro,1610612748,MIA,G,25.0,4,4,0.532,3.5,8.25,0.424,0.386,0.038
1630559,Austin Reaves,1610612747,LAL,G,27.0,5,5,0.423,1.8,8.2,0.22,0.38,-0.161
201143,Al Horford,1610612738,BOS,C-F,39.0,11,11,0.506,2.55,8.09,0.315,0.351,-0.036
1631128,Christian Braun,1610612743,DEN,G,24.0,14,14,0.428,2.79,8.07,0.345,0.387,-0.042
1628976,Wendell Carter Jr.,1610612753,ORL,C-F,26.0,5,5,0.556,2.2,8.0,0.275,0.363,-0.088
1627750,Jamal Murray,1610612743,DEN,G,28.0,14,14,0.44,2.71,7.93,0.342,0.391,-0.048
1631105,Jalen Duren,1610612765,DET,C,21.0,6,6,0.461,2.67,7.83,0.34,0.384,-0.044
1629029,Luka Dončić,1610612747,LAL,F-G,26.0,5,5,0.371,3.0,7.8,0.385,0.375,0.01
1628991,Jaren Jackson Jr.,1610612763,MEM,F-C,25.0,4,4,0.544,2.25,7.75,0.29,0.379,-0.089
1627832,Fred VanVleet,1610612745,HOU,G,31.0,7,7,0.5,3.0,7.43,0.404,0.361,0.043
1628384,OG Anunoby,1610612752,NYK,F-G,27.0,18,18,0.53,2.61,7.33,0.356,0.377,-0.021
1641744,Zach Edey,1610612763,MEM,C,23.0,4,4,0.403,2.75,7.25,0.379,0.39,-0.011
1630596,Evan Mobley,1610612739,CLE,C,23.0,8,8,0.487,2.63,7.25,0.362,0.385,-0.023
1630183,Jaden McDaniels,1610612750,MIN,F,24.0,15,15,0.529,2.67,7.2,0.37,0.368,0.003
1628386,Jarrett Allen,1610612739,CLE,C,27.0,9,9,0.47,3.11,7.0,0.444,0.391,0.054
1630595,Cade Cunningham,1610612765,DET,G,23.0,6,6,0.429,2.33,7.0,0.333,0.366,-0.032
1626171,Bobby Portis,1610612749,MIL,F,30.0,5,5,0.515,2.8,7.0,0.4,0.396,0.004
1628415,Dillon Brooks,1610612745,HOU,G-F,29.0,7,7,0.505,2.14,7.0,0.306,0.368,-0.062
1641708,Amen Thompson,1610612745,HOU,G-F,22.0,7,7,0.69,3.0,7.0,0.429,0.371,0.057
1628983,Shai Gilgeous-Alexander,1610612760,OKC,G,26.0,17,17,0.496,2.47,6.71,0.368,0.379,-0.011
203497,Rudy Gobert,1610612750,MIN,C,32.0,15,15,0.446,1.8,6.67,0.27,0.372,-0.102
1629614,Andrew Nembhard,1610612754,IND,G-F,25.0,17,17,0.469,2.18,6.65,0.327,0.386,-0.058
1628401,Derrick White,1610612738,BOS,G,30.0,11,11,0.442,2.09,6.55,0.319,0.363,-0.044
1630169,Tyrese Haliburton,1610612754,IND,G,25.0,17,17,0.487,2.24,6.53,0.342,0.391,-0.049
1630217,Desmond Bane,1610612763,MEM,G,26.0,4,4,0.542,1.5,6.5,0.231,0.391,-0.16
