GAME_ID,GAME_DATE,AWAY_TEAM,HOME_TEAM,GAME_WEEK
22000013,2020-12-23,WAS,PHI,1
22000025,2020-12-26,PHI,NYK,2
22000035,2020-12-27,PHI,CLE,3
22000049,2020-12-29,TOR,PHI,4
22000064,2020-12-31,PHI,ORL,5
22000082,2021-01-02,CHA,PHI,6
22000094,2021-01-04,CHA,PHI,7
22000109,2021-01-06,WAS,PHI,8
22000118,2021-01-07,PHI,BKN,9
22000133,2021-01-09,DEN,PHI,10
22000153,2021-01-11,PHI,ATL,11
22000157,2021-01-12,MIA,PHI,12
22000174,2021-01-14,MIA,PHI,13
22000193,2021-01-16,PHI,MEM,14
22000218,2021-01-20,BOS,PHI,15
22000233,2021-01-22,BOS,PHI,16
22000243,2021-01-23,PHI,DET,17
22000257,2021-01-25,PHI,DET,18
22000276,2021-01-27,LAL,PHI,19
22000294,2021-01-29,PHI,MIN,20
22000307,2021-01-31,PHI,IND,21
22000327,2021-02-03,PHI,CHA,22
22000337,2021-02-04,POR,PHI,23
22000354,2021-02-06,BKN,PHI,24
22000381,2021-02-09,PHI,SAC,25
22000394,2021-02-11,PHI,POR,26
22000406,2021-02-13,PHI,PHX,27
22000423,2021-02-15,PHI,UTA,28
22000439,2021-02-17,HOU,PHI,29
22000450,2021-02-19,CHI,PHI,30
22000468,2021-02-21,PHI,TOR,31
22000484,2021-02-23,PHI,TOR,32
22000498,2021-02-25,DAL,PHI,33
22000513,2021-02-27,CLE,PHI,34
22000530,2021-03-01,IND,PHI,35
22000545,2021-03-03,UTA,PHI,36
22000572,2021-03-11,PHI,CHI,37
22000579,2021-03-12,PHI,WAS,38
22000595,2021-03-14,SAS,PHI,39
22000611,2021-03-16,NYK,PHI,40
22000618,2021-03-17,MIL,PHI,41
22000641,2021-03-20,SAC,PHI,42
22000650,2021-03-21,PHI,NYK,43
22000665,2021-03-23,PHI,GSW,44
22000681,2021-03-25,PHI,LAL,45
22000701,2021-03-27,PHI,LAC,46
22000719,2021-03-30,PHI,DEN,47
22000731,2021-04-01,PHI,CLE,48
22000750,2021-04-03,MIN,PHI,49
22000758,2021-04-04,MEM,PHI,50
22000771,2021-04-06,PHI,BOS,51
22000795,2021-04-09,PHI,NOP,52
22000199,2021-04-10,PHI,OKC,53
22000818,2021-04-12,PHI,DAL,54
22000830,2021-04-14,BKN,PHI,55
22000846,2021-04-16,LAC,PHI,56
22000870,2021-04-19,GSW,PHI,57
22000883,2021-04-21,PHX,PHI,58
22000894,2021-04-22,PHI,MIL,59
22000905,2021-04-24,PHI,MIL,60
22000918,2021-04-26,OKC,PHI,61
22000934,2021-04-28,ATL,PHI,62
22000949,2021-04-30,ATL,PHI,63
22000973,2021-05-02,PHI,SAS,64
22000979,2021-05-03,PHI,CHI,65
22000994,2021-05-05,PHI,HOU,66
22001003,2021-05-07,NOP,PHI,67
22001013,2021-05-08,DET,PHI,68
22001035,2021-05-11,PHI,IND,69
22001050,2021-05-13,PHI,MIA,70
22001055,2021-05-14,ORL,PHI,71
22001075,2021-05-16,ORL,PHI,72
