season,team_id,game_id,game_date,away_team,home_team,opponent_id,game_no,pf,opp_pf,wl
2019-20,1610612760,21900011,2019-10-23,OKC,UTA,1610612762,1,95,100,L
2019-20,1610612760,21900022,2019-10-25,WAS,OKC,1610612764,2,85,97,L
2019-20,1610612760,21900036,2019-10-27,GSW,OKC,1610612744,3,120,92,W
2019-20,1610612760,21900045,2019-10-28,OKC,HOU,1610612745,4,112,116,L
2019-20,1610612760,21900062,2019-10-30,POR,OKC,1610612757,5,99,102,L
2019-20,1610612760,21900077,2019-11-02,NOP,OKC,1610612740,6,115,104,W
2019-20,1610612760,21900101,2019-11-05,ORL,OKC,1610612753,7,102,94,W
2019-20,1610612760,21900113,2019-11-07,OKC,SAS,1610612759,8,112,121,L
2019-20,1610612760,21900131,2019-11-09,GSW,OKC,1610612744,9,114,108,W
2019-20,1610612760,21900135,2019-11-10,MIL,OKC,1610612749,10,119,121,L
2019-20,1610612760,21900146,2019-11-12,OKC,IND,1610612754,11,85,111,L
2019-20,1610612760,21900172,2019-11-15,PHI,OKC,1610612755,12,127,119,W
2019-20,1610612760,21900197,2019-11-18,OKC,LAC,1610612746,13,88,90,L
2019-20,1610612760,21900201,2019-11-19,OKC,LAL,1610612747,14,107,112,L
2019-20,1610612760,21900220,2019-11-22,LAL,OKC,1610612747,15,127,130,L
2019-20,1610612760,21900250,2019-11-25,OKC,GSW,1610612744,16,100,97,W
2019-20,1610612760,21900265,2019-11-27,OKC,POR,1610612757,17,119,136,L
2019-20,1610612760,21900275,2019-11-29,NOP,OKC,1610612740,18,109,104,W
2019-20,1610612760,21900289,2019-12-01,OKC,NOP,1610612740,19,107,104,W
2019-20,1610612760,21900312,2019-12-04,IND,OKC,1610612754,20,100,107,L
2019-20,1610612760,21900326,2019-12-06,MIN,OKC,1610612750,21,139,127,W
2019-20,1610612760,21900341,2019-12-08,OKC,POR,1610612757,22,108,96,W
2019-20,1610612760,21900350,2019-12-09,OKC,UTA,1610612762,23,104,90,W
2019-20,1610612760,21900365,2019-12-11,OKC,SAC,1610612758,24,93,94,L
2019-20,1610612760,21900387,2019-12-14,OKC,DEN,1610612743,25,102,110,L
2019-20,1610612760,21900399,2019-12-16,CHI,OKC,1610612741,26,109,106,W
2019-20,1610612760,21900412,2019-12-18,MEM,OKC,1610612763,27,126,122,W
2019-20,1610612760,21900426,2019-12-20,PHX,OKC,1610612756,28,126,108,W
2019-20,1610612760,21900442,2019-12-22,LAC,OKC,1610612746,29,118,112,W
2019-20,1610612760,21900462,2019-12-26,MEM,OKC,1610612763,30,97,110,L
2019-20,1610612760,21900467,2019-12-27,OKC,CHA,1610612766,31,104,102,W
2019-20,1610612760,21900486,2019-12-29,OKC,TOR,1610612761,32,98,97,W
2019-20,1610612760,21900503,2019-12-31,DAL,OKC,1610612742,33,106,101,W
2019-20,1610612760,21900514,2020-01-02,OKC,SAS,1610612759,34,109,103,W
2019-20,1610612760,21900527,2020-01-04,OKC,CLE,1610612739,35,121,106,W
2019-20,1610612760,21900541,2020-01-06,OKC,PHI,1610612755,36,113,120,L
2019-20,1610612760,21900550,2020-01-07,OKC,BKN,1610612751,37,111,103,W
2019-20,1610612760,21900566,2020-01-09,HOU,OKC,1610612745,38,113,92,W
2019-20,1610612760,21900580,2020-01-11,LAL,OKC,1610612747,39,110,125,L
2019-20,1610612760,21900594,2020-01-13,OKC,MIN,1610612750,40,117,104,W
2019-20,1610612760,21900609,2020-01-15,TOR,OKC,1610612761,41,121,130,L
2019-20,1610612760,21900623,2020-01-17,MIA,OKC,1610612748,42,108,115,L
2019-20,1610612760,21900635,2020-01-18,POR,OKC,1610612757,43,119,106,W
2019-20,1610612760,21900645,2020-01-20,OKC,HOU,1610612745,44,112,107,W
2019-20,1610612760,21900655,2020-01-22,OKC,ORL,1610612753,45,120,114,W
2019-20,1610612760,21900677,2020-01-24,ATL,OKC,1610612737,46,140,111,W
2019-20,1610612760,21900683,2020-01-25,OKC,MIN,1610612750,47,113,104,W
2019-20,1610612760,21900697,2020-01-27,DAL,OKC,1610612742,48,97,107,L
2019-20,1610612760,21900713,2020-01-29,OKC,SAC,1610612758,49,120,100,W
2019-20,1610612760,21900725,2020-01-31,OKC,PHX,1610612756,50,111,107,W
2019-20,1610612760,21900760,2020-02-05,CLE,OKC,1610612739,51,109,103,W
2019-20,1610612760,21900773,2020-02-07,DET,OKC,1610612765,52,108,101,W
2019-20,1610612760,21900786,2020-02-09,BOS,OKC,1610612738,53,111,112,L
2019-20,1610612760,21900805,2020-02-11,SAS,OKC,1610612759,54,106,114,L
2019-20,1610612760,21900819,2020-02-13,OKC,NOP,1610612740,55,123,118,W
2019-20,1610612760,21900831,2020-02-21,DEN,OKC,1610612743,56,113,101,W
2019-20,1610612760,21900846,2020-02-23,SAS,OKC,1610612759,57,131,103,W
2019-20,1610612760,21900859,2020-02-25,OKC,CHI,1610612741,58,124,122,W
2019-20,1610612760,21900875,2020-02-27,SAC,OKC,1610612758,59,112,108,W
2019-20,1610612760,21900882,2020-02-28,OKC,MIL,1610612749,60,86,133,L
2019-20,1610612760,21900912,2020-03-03,LAC,OKC,1610612746,61,94,109,L
2019-20,1610612760,21900918,2020-03-04,OKC,DET,1610612765,62,114,107,W
2019-20,1610612760,21900932,2020-03-06,OKC,NYK,1610612752,63,126,103,W
2019-20,1610612760,21900949,2020-03-08,OKC,BOS,1610612738,64,105,104,W
2019-20,1610612760,21901240,2020-08-01,UTA,OKC,1610612762,65,110,94,W
2019-20,1610612760,21901251,2020-08-03,DEN,OKC,1610612743,66,113,121,L
2019-20,1610612760,21901265,2020-08-05,OKC,LAL,1610612747,67,105,86,W
2019-20,1610612760,21901275,2020-08-07,OKC,MEM,1610612763,68,92,121,L
2019-20,1610612760,21901285,2020-08-09,WAS,OKC,1610612764,69,121,103,W
2019-20,1610612760,21901292,2020-08-10,OKC,PHX,1610612756,70,101,128,L
2019-20,1610612760,21901306,2020-08-12,MIA,OKC,1610612748,71,116,115,W
2019-20,1610612760,21901317,2020-08-14,OKC,LAC,1610612746,72,103,107,L
