season,player_id,player,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2019-20,1628374,Lauri Markkanen,Lauri,1610612741,CHI,Chicago Bulls,21900962,2020-03-10T00:00:00,CHI vs. CLE,W,27.3,6.0,13.0,0.462,3.0,9.0,0.333,0.0,0.0,0.0,2.0,2.0,4.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,15.0,11.0,20.8,0,0,24.0,1,1,11211,1,8481,4285,4211,10334,1756,860,7485,12027,12814,12027,2526,11973,8556,16549,3918,3910,7040,2118,3764,16138,5549,3220,10399,1909,101,7836,1,27:17,2019,2020
2019-20,1629632,Coby White,Coby,1610612741,CHI,Chicago Bulls,21900962,2020-03-10T00:00:00,CHI vs. CLE,W,38.0,7.0,17.0,0.412,2.0,7.0,0.286,4.0,5.0,0.8,0.0,5.0,5.0,5.0,9.0,0.0,0.0,1.0,1.0,4.0,20.0,9.0,24.5,0,0,32.0,1,1,11211,1,1000,3019,1784,12297,3640,2102,9473,2455,2711,6704,11304,4038,6393,2442,5,10567,7040,2118,12805,2590,2998,4119,8304,1909,101,4344,1,37:58,2019,2020
2019-20,1627756,Denzel Valentine,Denzel,1610612741,CHI,Chicago Bulls,21900962,2020-03-10T00:00:00,CHI vs. CLE,W,22.7,6.0,12.0,0.5,3.0,6.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,15.0,8.0,20.2,0,0,23.0,1,1,11211,1,11963,4285,5001,7108,1756,3146,3230,12027,12814,12027,11304,15663,17262,7732,3918,3910,7040,7528,12805,10668,5549,4621,10753,1909,101,8395,1,22:42,2019,2020
2019-20,1629655,Daniel Gafford,Daniel,1610612741,CHI,Chicago Bulls,21900962,2020-03-10T00:00:00,CHI vs. CLE,W,20.9,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,5.0,13.0,18.3,0,0,16.0,1,1,11211,1,13272,13379,18959,1,12218,17645,12218,9105,11453,1,2526,11973,8556,11429,3918,10567,268,7528,12805,6771,14939,2491,11917,1909,101,12636,1,20:56,2019,2020
2019-20,1627885,Shaquille Harrison,Shaquille,1610612741,CHI,Chicago Bulls,21900962,2020-03-10T00:00:00,CHI vs. CLE,W,29.7,3.0,7.0,0.429,0.0,2.0,0.0,2.0,2.0,1.0,4.0,6.0,10.0,4.0,0.0,1.0,3.0,0.0,5.0,2.0,8.0,-10.0,38.0,0,0,30.0,1,1,11211,1,6649,10497,11066,11410,12218,11477,12218,5552,6839,1,567,2739,1370,3556,14568,3910,268,7528,280,6771,11571,18325,2923,1909,101,5112,1,29:41,2019,2020
2019-20,201152,Thaddeus Young,Thaddeus,1610612741,CHI,Chicago Bulls,21900962,2020-03-10T00:00:00,CHI vs. CLE,W,20.9,3.0,6.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,1.0,3.0,4.0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,8.0,-6.0,18.3,0,0,18.0,1,1,11211,1,13283,10497,12598,7108,6857,11477,3230,9105,6839,9400,5288,8691,8556,5244,3918,3910,7040,556,7534,10668,11571,15626,11917,1909,101,11369,1,20:56,2019,2020
2019-20,203107,Tomas Satoransky,Tomas,1610612741,CHI,Chicago Bulls,21900962,2020-03-10T00:00:00,CHI vs. CLE,W,28.6,2.0,7.0,0.286,1.0,3.0,0.333,0.0,0.0,0.0,3.0,5.0,8.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,9.0,21.1,0,0,19.0,1,1,11211,1,7519,13379,11066,16708,6857,8832,7485,12027,12814,12027,1221,4038,2524,2442,7875,10567,7040,7528,12805,10668,14939,4119,10198,1909,101,10761,1,28:34,2019,2020
2019-20,1628976,Wendell Carter Jr.,Wendell,1610612741,CHI,Chicago Bulls,21900962,2020-03-10T00:00:00,CHI vs. CLE,W,26.5,7.0,9.0,0.778,0.0,0.0,0.0,3.0,4.0,0.75,1.0,5.0,6.0,1.0,2.0,2.0,0.0,0.0,5.0,3.0,17.0,-6.0,29.7,0,0,28.0,1,1,11211,1,9043,3019,8240,1588,12218,17645,12218,3804,3502,7163,5288,4038,4656,11429,3918,1252,7040,7528,280,4183,4369,15626,5791,1909,101,5950,1,26:31,2019,2020
2019-20,203490,Otto Porter Jr.,Otto,1610612741,CHI,Chicago Bulls,21900962,2020-03-10T00:00:00,CHI vs. CLE,W,25.4,6.0,11.0,0.545,2.0,5.0,0.4,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,15.0,-3.0,27.8,0,0,27.0,1,1,11211,1,9859,4285,5930,6388,3640,4572,6455,9105,11453,1,5288,8691,8556,7732,7875,1252,7040,2118,7534,10668,5549,13158,6623,1909,101,6371,1,25:26,2019,2020
2019-20,1627756,Denzel Valentine,Denzel,1610612741,CHI,Chicago Bulls,21900946,2020-03-08T00:00:00,CHI @ BKN,L,22.6,4.0,10.0,0.4,0.0,4.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,4.0,2.0,9.0,-19.0,20.7,0,0,17.0,1,11184,1,11184,12036,8029,7049,12431,12218,6437,12218,9105,6839,9400,11304,15663,17262,5244,14568,1252,7040,7528,1418,6771,10523,21370,10445,1909,101,12005,1,22:37,2019,2020
