GAME_ID,GAME_DATE,AWAY_TEAM,HOME_TEAM,GAME_WEEK
21900006,2019-10-23,MIN,BKN,1
21900018,2019-10-25,MIN,CHA,2
21900039,2019-10-27,MIA,MIN,3
21900057,2019-10-30,MIN,PHI,4
21900080,2019-11-02,MIN,WAS,5
21900094,2019-11-04,MIL,MIN,6
21900108,2019-11-06,MIN,MEM,7
21900120,2019-11-08,GSW,MIN,8
21900132,2019-11-10,DEN,MIN,9
21900140,2019-11-11,MIN,DET,10
21900158,2019-11-13,SAS,MIN,11
21900171,2019-11-15,WAS,MIN,12
21900179,2019-11-16,HOU,MIN,13
21900196,2019-11-18,MIN,UTA,14
21900210,2019-11-20,UTA,MIN,15
21900225,2019-11-23,PHX,MIN,16
21900243,2019-11-25,MIN,ATL,17
21900262,2019-11-27,MIN,SAS,18
21900286,2019-12-01,MEM,MIN,19
21900313,2019-12-04,MIN,DAL,20
21900326,2019-12-06,MIN,OKC,21
21900342,2019-12-08,MIN,LAL,22
21900349,2019-12-09,MIN,PHX,23
21900362,2019-12-11,UTA,MIN,24
21900377,2019-12-13,LAC,MIN,25
21900411,2019-12-18,NOP,MIN,26
21900427,2019-12-20,MIN,DEN,27
21900438,2019-12-21,MIN,POR,28
21900454,2019-12-23,MIN,GSW,29
21900464,2019-12-26,MIN,SAC,30
21900479,2019-12-28,CLE,MIN,31
21900494,2019-12-30,BKN,MIN,32
21900506,2020-01-01,MIN,MIL,33
21900512,2020-01-02,GSW,MIN,34
21900536,2020-01-05,MIN,CLE,35
21900551,2020-01-07,MIN,MEM,36
21900565,2020-01-09,POR,MIN,37
21900577,2020-01-11,MIN,HOU,38
21900594,2020-01-13,OKC,MIN,39
21900608,2020-01-15,IND,MIN,40
21900619,2020-01-17,MIN,IND,41
21900632,2020-01-18,TOR,MIN,42
21900649,2020-01-20,DEN,MIN,43
21900661,2020-01-22,MIN,CHI,44
21900675,2020-01-24,HOU,MIN,45
21900683,2020-01-25,OKC,MIN,46
21900696,2020-01-27,SAC,MIN,47
21900727,2020-02-01,MIN,LAC,48
21900749,2020-02-03,MIN,SAC,49
21900759,2020-02-05,ATL,MIN,50
21900782,2020-02-08,LAC,MIN,51
21900796,2020-02-10,MIN,TOR,52
21900813,2020-02-12,CHA,MIN,53
21900830,2020-02-21,BOS,MIN,54
21900844,2020-02-23,MIN,DEN,55
21900854,2020-02-24,MIN,DAL,56
21900868,2020-02-26,MIN,MIA,57
21900877,2020-02-28,MIN,ORL,58
21900896,2020-03-01,DAL,MIN,59
21900911,2020-03-03,MIN,NOP,60
21900922,2020-03-04,CHI,MIN,61
21900935,2020-03-06,ORL,MIN,62
21900947,2020-03-08,NOP,MIN,63
21900963,2020-03-10,MIN,HOU,64
