player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank
2738,Andre Iguodala,Andre,1610612744,GSW,32.0,9,6,3,0.667,31.80333333333333,4.5,10.2,0.444,2.3,5.7,0.4,0.0,0.0,0.0,2.3,4.5,6.8,1.1,2.3,3.4,2.3,1.1,1.1,1.1,11.3,32.8,35.9,0,0,32.8,3,5,19,27,10,41,56,40,17,34,21,46,49,46,29,52,45,40,27,13,21,26,79,63,48,13,36,36,2,40
101106,Andrew Bogut,Andrew,1610612744,GSW,31.0,2,2,0,1.0,3.4833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,10.3,20.7,10.3,10.3,10.3,10.3,0.0,31.0,0.0,0.0,-31.0,92.0,1,0,72.3,78,31,114,1,100,74,99,74,33,68,33,46,49,46,7,18,6,5,1,1,3,31,2,64,83,95,2,15,2,4
203110,Draymond Green,Draymond,1610612744,GSW,26.0,9,6,3,0.667,35.586666666666666,4.0,10.1,0.4,0.0,1.0,0.0,2.0,3.0,0.667,1.0,7.1,8.1,6.1,2.0,2.0,3.0,1.0,4.0,5.1,10.1,29.3,42.1,5,0,34.4,3,5,19,27,7,50,58,45,33,66,33,42,42,29,43,33,42,17,32,20,13,28,51,29,53,17,26,4,2,36
203105,Festus Ezeli,Festus,1610612744,GSW,26.0,3,2,1,0.667,5.566666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.5,6.5,0.0,0.0,6.5,0.0,6.5,0.0,0.0,19.4,36.9,0,0,25.9,49,31,64,27,82,74,99,74,33,68,33,46,49,46,48,36,49,14,44,36,5,31,30,64,83,27,34,36,2,52
203084,Harrison Barnes,Harrison,1610612744,GSW,24.0,7,5,2,0.714,24.526666666666667,4.4,7.3,0.6,1.5,1.5,1.0,0.0,0.0,0.0,0.0,4.4,4.4,2.9,0.0,0.0,0.0,0.0,1.5,1.5,10.3,47.0,20.0,0,0,19.1,20,10,44,25,27,43,74,19,24,60,1,46,49,46,48,55,69,30,44,36,32,31,73,58,52,5,73,36,2,72
203546,Ian Clark,Ian,1610612744,GSW,25.0,1,0,1,0.0,3.7883333333333336,19.0,28.5,0.667,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,28.5,0.0,38.0,-9.5,52.3,0,0,47.5,98,99,64,99,95,3,7,15,33,15,33,46,49,46,48,83,88,6,44,36,32,31,5,64,5,69,15,36,2,16
202691,Klay Thompson,Klay,1610612744,GSW,26.0,9,6,3,0.667,35.586666666666666,2.0,11.1,0.182,1.0,6.1,0.167,3.0,3.0,1.0,1.0,5.1,6.1,0.0,0.0,0.0,0.0,2.0,4.0,2.0,8.1,29.3,15.4,0,0,15.2,3,5,19,27,7,66,50,73,30,30,31,35,42,1,43,44,55,45,44,36,32,16,51,54,62,17,85,36,2,84
2571,Leandro Barbosa,Leandro,1610612744,GSW,33.0,1,1,0,1.0,0.3833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93.9,0.0,0,0,0.0,98,60,114,1,125,74,99,74,33,68,33,46,49,46,48,83,88,45,44,36,32,31,81,64,83,123,106,36,2,107
201578,Marreese Speights,Marreese,1610612744,GSW,28.0,2,0,2,0.0,0.9383333333333334,0.0,38.4,0.0,0.0,38.4,0.0,0.0,0.0,0.0,38.4,0.0,38.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-153.5,46.0,0,0,38.4,78,99,44,99,120,74,4,74,33,3,33,46,49,46,1,83,2,45,44,36,32,31,81,64,83,128,22,36,2,25
2733,Shaun Livingston,Shaun,1610612744,GSW,30.0,3,2,1,0.667,7.983333333333333,9.0,18.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5,9.0,13.5,4.5,4.5,4.5,0.0,0.0,4.5,0.0,18.0,40.6,50.1,0,0,45.1,49,31,64,27,63,19,27,24,33,68,33,46,49,46,16,25,20,23,17,8,32,31,40,64,31,9,18,36,2,18
201939,Stephen Curry,Stephen,1610612744,GSW,28.0,7,5,2,0.714,28.286666666666665,17.8,33.1,0.538,11.5,20.4,0.563,7.6,7.6,1.0,1.3,5.1,6.4,5.1,1.3,1.3,0.0,1.3,6.4,5.1,54.7,29.3,72.5,3,0,80.2,20,10,44,25,16,5,5,22,1,5,12,13,26,1,41,43,52,22,42,31,32,23,33,28,1,19,4,7,2,2
